productid,locationid,calendarid,productcategoryid,startdate,enddate,divisionid,unitcost_sum,unitcost_count,initunitprice_sum,initunitprice_count,initunitvol,initrev,optunitprice_sum,optunitprice_count,optunitvol,optrev
3,5,7,65,2012-09-05,2011-12-08,1,568.27,12,1165.32,62,100,896.63,923.17,5,64,457.54
3,5,8,38,2011-07-26,2012-01-11,4,824.31,21,775.46,11,98,245.15,383.64,77,37,295.83
3,5,9,81,2012-02-10,2011-01-25,3,420.45,79,486.46,38,12,1757.43,851.23,14,23,107.35
3,5,10,64,2012-06-21,2011-07-13,1,383.76,36,1567.81,87,35,1416.45,1882.4,50,90,237.87
3,6,1,57,2012-07-14,2012-06-22,1,345.79,41,1375.88,67,83,1990.61,1772.24,90,67,1932.72
3,6,2,46,2012-10-22,2011-07-25,2,97.7,68,1307.01,76,25,1725.84,654.94,54,28,1098.17
3,6,3,73,2012-12-04,2012-07-29,3,807.98,46,1658.94,17,9,761.24,914.14,6,21,243.45
3,6,4,18,2012-05-11,2012-06-10,1,799.27,38,1142.04,41,14,937.17,98.45,96,55,409.95
3,6,5,57,2012-08-10,2011-03-06,3,242.42,16,1794.8,23,63,1281.67,938.46,95,5,474.93
3,6,6,50,2012-10-01,2011-02-20,3,748.81,90,19.13,25,17,1154.79,414.15,36,5,782.5
3,6,7,51,2012-08-13,2011-10-28,2,487.93,75,42.02,81,94,1207.59,1924.44,62,94,148.93
3,6,8,33,2012-07-05,2012-12-08,4,747.2,27,1169.35,100,6,149.84,1196.62,75,89,1955.46
3,6,9,66,2011-10-17,2012-10-30,4,225.52,27,441.93,42,80,52.76,1710.34,35,53,1818.48
3,6,10,8,2011-12-25,2012-07-26,2,148.65,22,1931.91,30,92,1237.07,26.19,24,84,220.44
3,7,1,92,2011-01-18,2012-04-03,4,236.77,2,698.99,76,97,1762.5,196.4,43,95,261.77
3,7,2,73,2012-12-22,2011-05-16,1,402.03,47,1777.84,90,52,741.2,589.31,92,88,1252.73
3,7,3,69,2012-04-17,2011-02-11,2,633.43,66,1209.73,72,18,541.63,808.33,1,98,1929.38
3,7,4,2,2011-03-25,2012-02-29,1,952.01,41,535.72,65,76,611.08,268.45,7,80,381.47
3,7,5,82,2011-07-07,2012-01-15,4,168.25,82,1782.45,27,54,635.59,358.13,65,38,94.02
3,7,6,41,2011-08-26,2011-02-26,1,743.26,60,1064.55,36,4,877.93,1810.79,79,52,1802.25
3,7,7,5,2012-12-01,2011-05-23,2,332.61,89,1944.48,13,89,1924.9,1527.39,80,24,1250.1
3,7,8,20,2011-06-17,2011-02-05,3,401.09,75,1556.35,32,90,1460.95,1560.8,63,99,225.68
3,7,9,52,2011-09-17,2012-09-28,1,412.95,34,570.79,95,22,1213.34,1506.92,34,76,1065.92
3,7,10,27,2011-05-28,2011-10-17,4,917.06,9,1799.42,23,66,1754.71,1646.62,82,26,1931.13
3,8,1,49,2011-10-06,2012-03-17,1,246.06,2,1212.8,67,46,103.5,1349.69,99,71,1271.71
3,8,2,30,2011-11-03,2011-08-04,3,766.39,32,378.58,69,69,630.87,994.56,4,74,680.4
3,8,3,55,2011-11-30,2011-06-19,2,342.48,2,497.85,90,40,1063.37,1023.21,57,16,1694.8
3,8,4,58,2011-03-24,2012-10-11,1,87.15,14,54.83,27,56,1797.5,1325.91,11,5,376.67
3,8,5,99,2012-11-01,2011-07-27,3,417.24,40,73.95,15,43,339.63,223.84,53,43,552.01
3,8,6,46,2012-07-06,2012-01-05,1,282.46,81,1068.98,95,90,1743.78,926.29,85,79,1739.01
3,8,7,84,2012-02-27,2012-07-24,4,105.4,43,1311.25,20,73,1729.14,682.87,95,50,1199.71
3,8,8,15,2012-10-20,2011-10-15,2,142.69,24,474.41,63,28,29.11,1143.0,53,70,1014.65
3,8,9,22,2011-09-08,2012-12-18,3,21.15,90,1941.04,87,59,271.06,778.63,16,81,950.34
3,8,10,67,2011-04-06,2011-03-24,4,800.33,82,515.99,11,46,448.45,467.27,77,68,1164.83
3,9,1,18,2012-05-25,2011-11-04,2,912.04,92,892.59,4,99,898.58,729.02,39,56,1670.87
3,9,2,39,2012-09-23,2012-03-02,3,484.8,42,374.72,94,93,1805.52,1429.4,12,87,929.02
3,9,3,34,2011-11-07,2012-02-27,2,185.87,82,1211.25,79,21,1224.24,647.61,68,25,938.6
3,9,4,91,2012-08-27,2012-05-06,1,511.84,36,908.88,39,3,1969.21,1809.76,21,74,1789.68
3,9,5,31,2011-04-17,2012-07-22,1,283.95,6,1920.82,9,33,618.24,1303.27,20,34,684.36
3,9,6,15,2012-06-15,2011-05-06,1,397.98,11,1212.02,27,99,118.93,1217.12,48,45,589.06
3,9,7,56,2012-08-08,2012-07-14,2,323.36,24,6.54,2,78,632.13,77.27,78,99,1505.27
3,9,8,19,2012-02-11,2012-01-08,2,27.43,58,1763.18,18,93,843.18,65.93,74,16,297.34
3,9,9,84,2012-05-24,2011-08-02,2,206.82,34,1370.47,24,73,99.39,1968.47,13,82,1180.82
3,9,10,50,2012-03-13,2012-08-12,4,878.77,79,825.31,75,39,174.6,1045.51,83,61,1487.7
3,10,1,1,2012-02-20,2012-05-27,4,407.06,30,1507.39,5,69,762.25,1487.18,51,32,1332.85
3,10,2,63,2012-08-19,2012-04-24,2,31.69,20,841.92,81,27,1104.2,874.36,18,84,1212.68
3,10,3,7,2012-02-11,2011-07-23,4,362.01,67,1632.67,87,27,37.57,1675.64,40,30,60.53
3,10,4,75,2012-08-13,2012-05-24,3,967.8,57,1904.05,35,60,1755.74,144.01,74,80,791.91
3,10,5,99,2012-12-23,2012-06-30,2,929.45,84,1328.9,57,1,61.33,591.53,29,5,1902.55
3,10,6,29,2011-01-22,2012-05-10,2,279.03,77,1933.28,30,5,1194.16,595.93,93,29,228.06
3,10,7,79,2012-09-04,2011-05-06,2,991.82,15,303.79,75,8,354.38,858.44,82,9,741.48
3,10,8,41,2012-03-21,2011-06-02,3,875.61,52,1754.03,98,79,931.34,1546.24,82,59,461.38
3,10,9,82,2011-01-01,2011-10-18,2,797.25,33,1256.25,76,45,36.15,140.96,15,96,763.41
3,10,10,86,2011-06-30,2011-08-25,4,851.37,12,1384.95,9,48,1204.9,1019.22,28,90,1763.77
4,1,1,53,2012-12-20,2011-10-27,2,281.51,43,535.1,37,75,1069.82,1098.31,4,84,623.82
4,1,2,23,2012-01-11,2012-10-24,1,753.66,65,363.7,52,76,515.78,1087.83,6,1,266.11
4,1,3,47,2012-09-08,2012-01-31,4,606.83,1,919.94,43,43,1980.15,1669.62,35,88,137.07
4,1,4,36,2012-10-13,2012-09-25,1,785.88,20,546.27,35,6,928.21,343.52,87,25,423.82
4,1,5,9,2012-01-19,2011-10-13,4,346.4,48,1997.46,8,68,1253.17,11.3,73,64,1583.1
4,1,6,84,2011-04-07,2011-01-02,1,808.04,12,796.9,16,63,796.1,747.94,69,97,111.55
4,1,7,85,2012-09-06,2012-02-02,2,998.68,9,590.44,65,92,824.52,251.5,38,6,184.16
4,1,8,6,2011-11-28,2011-03-27,4,369.17,23,1173.83,69,8,1256.2,1343.15,16,81,1673.8
4,1,9,84,2012-02-14,2011-02-28,2,144.35,81,1872.83,22,67,1179.37,1495.61,48,26,1800.89
4,1,10,77,2012-04-24,2012-09-09,3,215.76,85,632.5,63,83,1038.35,1384.13,33,76,411.95
4,2,1,71,2012-02-08,2011-02-16,1,470.18,81,1532.15,97,83,86.95,1947.41,66,2,616.97
4,2,2,16,2011-01-16,2012-10-24,1,946.45,7,147.61,31,46,1922.18,1457.8,71,72,850.65
4,2,3,93,2011-05-09,2012-04-26,2,48.31,54,1058.3,19,66,70.49,875.78,35,53,1604.89
4,2,4,25,2012-06-16,2011-11-28,3,769.34,56,1993.42,59,82,1629.76,1003.41,93,14,653.81
4,2,5,15,2012-02-17,2012-10-18,1,532.79,19,1148.21,31,23,9.7,1866.52,31,44,1986.38
4,2,6,42,2012-02-06,2011-10-08,1,123.71,42,1342.82,25,11,1092.86,1914.45,24,30,1832.81
4,2,7,33,2011-11-03,2012-01-16,3,935.77,27,742.92,57,19,745.62,1362.12,78,91,1083.87
4,2,8,30,2012-01-25,2011-12-24,3,177.33,37,1106.69,49,6,1967.08,649.35,84,39,1906.29
4,2,9,25,2012-05-01,2011-04-09,1,989.45,26,1700.14,64,13,347.96,1816.13,2,62,268.78
4,2,10,45,2012-03-01,2011-06-06,4,325.1,97,1244.35,98,69,1746.74,461.14,21,78,1883.92
4,3,1,30,2011-01-12,2011-12-21,4,603.97,9,1586.48,23,53,291.76,13.86,6,11,1942.75
4,3,2,75,2012-08-26,2012-03-24,2,730.11,6,1503.52,9,99,1400.96,1208.92,51,82,499.93
4,3,3,80,2012-05-11,2011-07-29,3,480.38,88,467.39,76,96,1418.72,1804.65,65,74,8.01
4,3,4,70,2012-06-02,2012-03-27,4,478.33,7,1340.67,10,90,703.91,1112.77,7,17,1275.94
4,3,5,31,2011-03-01,2011-06-09,2,185.9,48,1289.15,49,35,958.97,462.59,24,85,1957.64
4,3,6,38,2011-10-05,2012-09-02,2,521.1,45,212.19,12,8,1657.29,1135.71,76,75,695.63
4,3,7,93,2011-07-26,2011-12-21,2,4.18,21,283.57,66,7,1512.53,229.99,36,66,1248.54
4,3,8,77,2012-10-31,2012-08-31,1,793.77,2,98.64,16,98,1543.42,856.18,17,38,495.4
4,3,9,52,2012-11-23,2012-09-26,1,208.5,77,187.05,13,8,1874.11,666.86,70,64,270.66
4,3,10,92,2011-10-11,2012-02-24,3,374.83,15,1128.15,45,75,26.04,1880.75,41,3,580.96
4,4,1,35,2011-04-07,2012-01-07,4,916.66,5,650.68,92,100,609.33,477.41,50,85,100.17
4,4,2,70,2011-09-15,2012-01-31,1,60.56,54,1630.0,54,41,1927.87,1516.4,84,53,1444.12
4,4,3,51,2011-04-27,2012-08-05,4,938.08,58,1046.47,25,86,402.06,872.65,73,18,1489.23
4,4,4,74,2012-08-22,2012-05-16,1,67.69,59,556.68,5,17,1880.59,238.89,38,78,1573.69
4,4,5,77,2012-04-15,2012-05-22,1,934.04,2,501.9,96,5,1008.87,1697.24,6,44,237.12
4,4,6,22,2012-04-13,2011-12-13,2,765.16,27,1003.28,18,85,1612.98,5.6,55,71,585.7
4,4,7,34,2012-06-06,2011-08-21,4,958.16,64,442.13,32,89,1980.34,1995.2,68,53,301.1
4,4,8,51,2011-01-20,2012-11-11,1,149.16,75,206.67,94,45,1185.21,1369.83,82,81,1667.51
4,4,9,91,2011-08-05,2011-07-08,4,795.3,30,1700.03,13,13,1567.41,796.66,6,75,1610.57
4,4,10,35,2012-01-28,2011-07-24,4,706.53,19,1607.19,42,19,687.09,1798.56,24,75,200.84
4,5,1,11,2011-04-24,2012-05-18,2,167.4,93,1432.36,21,99,16.41,1564.5,65,90,1501.14
4,5,2,91,2011-06-09,2012-05-06,2,364.35,35,407.11,40,10,1221.82,922.69,75,68,496.46
4,5,3,74,2011-03-08,2011-02-08,1,712.98,97,1893.27,11,10,1670.49,1557.05,83,31,315.54
4,5,4,92,2011-11-08,2011-07-07,1,446.46,54,1941.96,85,13,1453.01,586.68,25,87,1378.2
4,5,5,91,2011-06-19,2012-09-19,3,245.04,31,1847.13,11,37,1835.25,1727.18,45,90,1114.91
4,5,6,75,2011-03-21,2012-06-24,3,471.12,50,1582.45,74,22,1925.82,1089.74,67,24,1150.91
4,5,7,18,2011-03-28,2011-03-01,1,906.87,96,1904.76,24,5,1055.54,450.35,47,4,1610.53
4,5,8,58,2012-10-16,2012-07-27,4,387.37,27,1672.79,41,18,1950.32,1025.86,79,59,1465.27
4,5,9,78,2012-11-03,2011-03-03,3,197.98,67,97.8,15,37,589.08,1525.17,23,41,1108.53
4,5,10,4,2011-10-22,2012-03-22,1,477.26,54,536.25,17,75,1292.19,411.57,95,7,1702.1
4,6,1,73,2012-11-04,2012-04-25,4,164.11,91,1618.6,33,60,1709.16,1019.08,43,31,1910.95
4,6,2,70,2012-10-27,2012-08-02,4,416.47,5,728.53,32,79,1809.63,1174.51,92,15,1411.81
4,6,3,13,2012-10-17,2012-05-07,1,643.14,66,925.94,35,65,1617.19,1128.73,62,9,143.27
4,6,4,93,2011-10-24,2012-03-22,2,174.58,51,1650.95,60,81,613.09,1254.91,32,9,323.77
4,6,5,46,2011-06-12,2012-07-25,1,840.98,58,1260.2,80,50,488.13,250.19,33,90,910.16
4,6,6,74,2012-01-26,2011-10-18,1,398.78,68,415.77,36,31,1505.59,1232.98,56,79,1168.53
4,6,7,92,2012-12-30,2011-02-22,3,83.76,6,1915.64,45,50,774.96,1207.17,89,40,479.24
4,6,8,7,2011-05-26,2011-01-19,4,860.85,4,1954.73,6,33,1469.24,1512.83,39,45,1383.79
4,6,9,6,2012-01-03,2011-11-23,1,902.59,52,865.63,10,95,1488.36,152.6,54,43,88.14
4,6,10,45,2011-12-03,2011-06-12,4,436.78,43,1631.92,45,52,1330.11,794.22,9,48,16.08
4,7,1,29,2012-09-23,2011-03-03,1,617.72,88,436.91,50,93,1352.35,1066.19,23,56,824.39
4,7,2,85,2012-11-07,2012-02-07,4,902.27,18,1234.64,70,89,1591.94,1522.17,29,14,1421.32
4,7,3,3,2011-08-04,2012-08-17,1,302.18,76,639.1,57,6,1741.49,1520.67,49,41,981.06
4,7,4,29,2011-03-05,2011-10-28,1,647.61,46,1939.09,14,16,1331.84,1862.69,89,62,3.36
4,7,5,47,2011-06-27,2012-06-26,4,345.66,79,674.8,45,38,477.67,890.91,63,49,605.65
4,7,6,73,2011-09-29,2011-06-18,2,340.72,93,519.25,99,20,720.96,319.4,79,7,1763.25
4,7,7,24,2012-11-24,2011-11-26,1,672.66,46,1760.17,28,91,1054.36,1827.23,86,72,360.33
4,7,8,65,2011-03-02,2011-05-06,3,437.59,55,1273.16,35,47,582.89,282.48,55,9,1239.44
4,7,9,82,2012-01-18,2011-03-08,1,134.19,41,370.49,3,45,1634.41,1158.49,68,69,577.69
4,7,10,7,2011-10-09,2011-12-28,1,227.66,27,702.28,6,72,1538.54,190.02,84,99,1365.24
4,8,1,64,2011-07-08,2011-08-11,2,297.42,44,214.1,55,86,1158.63,1273.95,42,38,1829.47
4,8,2,10,2012-09-06,2012-01-11,3,512.39,23,764.44,64,22,1298.07,1401.73,47,74,1844.04
4,8,3,93,2012-02-09,2011-08-26,3,306.04,32,1022.15,2,30,498.39,1846.48,34,30,114.4
4,8,4,30,2012-10-16,2011-07-16,2,530.13,29,436.31,62,38,1769.76,392.19,97,84,206.58
4,8,5,96,2011-02-20,2012-07-11,2,858.57,37,1888.77,48,100,1606.96,1088.46,24,69,418.37
4,8,6,15,2011-04-19,2012-04-27,4,175.11,63,1782.8,73,17,405.76,428.78,78,74,1689.2
4,8,7,6,2012-11-02,2011-11-17,3,328.65,72,1181.07,31,79,1159.87,662.79,11,80,617.54
4,8,8,12,2011-11-12,2012-07-27,1,413.35,5,1911.4,27,60,1638.26,1059.27,15,41,1057.43
4,8,9,48,2012-01-09,2012-10-25,1,554.23,99,1466.24,34,23,261.88,557.68,50,36,1265.68
4,8,10,29,2011-07-12,2012-03-07,1,408.08,45,1806.68,24,61,1561.39,1321.12,96,97,989.28
4,9,1,4,2012-06-12,2012-03-01,2,678.95,79,1194.6,98,44,405.98,854.51,7,95,1084.7
4,9,2,85,2012-08-23,2012-05-11,4,785.17,54,5.72,63,59,265.3,720.37,12,19,1275.3
4,9,3,58,2012-06-12,2011-12-22,4,484.8,13,1942.89,42,89,1062.56,267.74,61,81,1916.83
4,9,4,3,2011-05-27,2011-12-13,4,763.27,16,1408.23,7,97,1409.18,89.48,12,44,776.49
4,9,5,70,2011-06-24,2011-02-25,2,589.29,14,930.72,42,92,112.11,245.47,66,34,951.03
4,9,6,94,2012-03-04,2011-04-10,4,30.36,78,1857.86,35,3,1427.62,339.36,11,20,1972.9
4,9,7,70,2011-03-09,2012-11-08,2,223.16,97,799.14,39,57,1400.22,71.37,34,80,1747.16
4,9,8,73,2011-07-14,2012-06-17,3,186.67,76,1946.02,2,54,616.5,63.86,35,71,1510.34
4,9,9,83,2011-12-19,2011-02-11,1,965.48,77,888.48,74,8,1411.15,896.02,60,33,1943.64
4,9,10,47,2012-10-03,2011-10-19,2,54.81,62,986.14,29,89,1155.89,1809.61,28,18,1322.28
4,10,1,17,2011-04-16,2011-12-29,2,987.98,93,657.39,27,43,1708.6,1127.13,3,91,281.15
4,10,2,96,2011-07-19,2012-07-30,1,196.88,11,1515.17,89,51,1187.47,218.09,5,43,1475.03
4,10,3,78,2011-03-13,2012-03-21,3,320.39,66,1935.88,67,35,1152.49,212.39,33,11,1254.83
4,10,4,52,2011-05-17,2012-06-03,3,840.95,29,941.27,95,97,83.33,493.12,47,8,385.52
4,10,5,99,2012-11-25,2011-11-11,4,325.16,96,1599.84,60,54,322.67,1752.27,53,82,1444.49
4,10,6,33,2012-07-15,2012-10-09,2,165.68,82,1853.35,78,87,482.68,910.76,2,15,758.61
4,10,7,29,2011-08-21,2012-06-17,3,498.65,39,1809.95,18,46,686.28,4.53,99,98,1503.51
4,10,8,8,2012-07-02,2011-12-01,1,96.18,19,1007.18,19,58,177.59,495.64,37,77,1580.49
4,10,9,70,2011-06-02,2011-02-26,4,425.97,98,1866.53,84,99,851.37,695.98,6,16,465.96
4,10,10,94,2011-07-09,2011-11-01,3,437.84,18,1776.43,43,65,1347.82,109.21,17,79,1784.52
5,1,1,65,2011-10-20,2012-01-15,1,248.59,89,1909.5,25,71,1464.54,805.43,70,26,1178.15
5,1,2,72,2012-07-11,2011-08-31,3,217.2,95,802.27,29,21,866.47,1961.14,15,86,1722.18
5,1,3,41,2012-04-11,2011-10-15,3,834.0,83,382.24,97,14,1557.32,922.03,19,38,1229.91
5,1,4,40,2011-11-01,2011-10-21,4,331.53,45,1855.73,70,71,1105.94,656.64,1,88,244.39
5,1,5,97,2011-12-12,2012-01-19,2,486.37,81,1831.17,21,43,682.26,258.85,69,30,1245.52
5,1,6,77,2011-11-10,2012-09-11,2,311.66,35,258.49,74,40,547.42,1651.97,65,6,1488.18
5,1,7,27,2012-12-09,2011-04-30,2,176.19,42,417.28,83,78,1590.12,1153.61,73,69,235.6
5,1,8,31,2011-05-01,2012-11-15,3,629.87,11,812.28,84,43,280.48,193.45,95,27,298.66
5,1,9,93,2011-05-21,2011-10-28,3,334.44,82,977.37,26,64,61.87,1706.82,78,17,561.73
5,1,10,33,2011-08-10,2012-03-29,4,338.02,69,816.4,27,28,1106.0,738.07,40,74,1293.48
5,2,1,59,2012-04-21,2011-04-18,4,791.05,32,1396.01,68,71,690.29,469.86,66,43,1738.44
5,2,2,27,2012-11-11,2012-09-07,4,136.54,30,1418.16,100,42,419.87,1767.01,55,98,946.37
5,2,3,37,2012-09-04,2011-10-16,2,155.33,66,1919.33,17,27,475.48,566.02,27,81,599.13
5,2,4,10,2012-04-27,2011-09-29,3,286.66,6,1813.81,64,90,373.59,1983.82,14,38,890.93
5,2,5,67,2012-11-24,2012-09-19,4,945.71,22,1079.51,57,35,1880.16,1559.37,64,68,344.96
5,2,6,93,2012-02-14,2011-11-13,2,758.02,25,399.37,52,81,1373.81,1146.98,51,31,1852.81
5,2,7,14,2011-08-03,2011-09-07,3,918.96,24,1761.86,4,83,96.75,1024.54,40,32,1506.78
5,2,8,50,2011-08-04,2012-03-22,2,786.55,82,81.75,15,2,541.26,1346.46,99,73,1692.29
5,2,9,24,2012-03-14,2011-05-09,2,699.37,86,661.84,80,64,583.67,1622.81,95,55,366.21
5,2,10,42,2012-07-09,2011-02-08,4,347.05,2,1234.03,46,23,991.11,114.02,100,8,511.02
5,3,1,12,2011-02-15,2011-09-20,3,190.75,88,1045.94,29,39,1301.84,1075.24,8,73,509.21
5,3,2,18,2012-12-17,2011-06-10,3,536.81,89,1180.01,32,17,902.07,231.13,35,36,708.54
5,3,3,12,2012-04-29,2011-09-22,4,635.55,28,1990.71,89,18,174.95,129.29,95,37,1514.86
5,3,4,14,2012-01-06,2011-10-20,1,451.43,25,1732.73,79,98,1902.11,979.93,35,53,1353.76
5,3,5,24,2012-11-26,2011-03-27,4,369.52,21,118.06,70,77,516.17,588.7,53,84,66.82
5,3,6,29,2012-08-06,2012-12-07,1,493.16,28,1541.08,98,17,748.75,1982.2,73,87,1490.01
5,3,7,68,2011-08-10,2011-09-30,3,993.94,56,1147.04,80,35,6.64,1922.71,17,24,1372.14
5,3,8,63,2012-04-03,2012-01-06,1,775.66,97,1042.06,15,41,1224.09,1276.88,86,77,44.51
5,3,9,57,2011-04-03,2012-01-26,3,233.57,31,329.28,52,80,1198.69,641.66,54,34,1808.39
5,3,10,29,2012-04-15,2012-10-24,4,192.16,100,986.86,26,63,1570.52,892.12,22,33,1829.93
5,4,1,58,2011-07-17,2012-08-31,4,937.71,92,721.43,20,68,51.34,783.65,81,88,1227.83
5,4,2,60,2012-12-29,2011-04-18,3,487.38,2,60.3,68,25,655.07,1293.09,68,18,1859.83
5,4,3,76,2012-06-01,2011-01-07,3,970.4,99,266.38,9,63,181.31,1129.2,98,43,461.75
5,4,4,32,2012-05-02,2011-08-20,2,981.98,86,771.38,47,33,1237.58,1796.63,37,91,1383.71
5,4,5,53,2011-02-02,2011-12-08,4,114.67,43,1223.22,32,16,1683.33,270.86,98,73,299.39
5,4,6,38,2012-12-14,2012-04-11,3,870.64,27,1859.71,43,37,612.51,348.23,1,77,524.61
5,4,7,32,2011-10-17,2012-08-16,2,363.44,3,407.89,14,97,1672.22,745.65,89,96,410.76
5,4,8,26,2012-10-30,2012-04-26,2,308.34,39,1380.67,9,56,1706.22,21.25,24,81,1566.89
5,4,9,80,2011-12-30,2012-01-26,4,263.84,6,266.03,40,63,460.58,1200.01,5,89,355.44
5,4,10,43,2012-05-14,2011-03-24,3,154.02,46,1747.24,27,74,575.95,1138.74,67,26,988.87
5,5,1,59,2012-08-12,2012-11-17,4,654.99,23,1772.47,69,30,660.08,773.88,92,53,1803.12
5,5,2,95,2011-11-04,2012-01-10,1,80.09,65,1336.95,84,57,749.3,1399.53,76,7,1656.52
5,5,3,25,2012-01-14,2012-12-11,3,98.24,94,1458.8,72,76,92.77,1033.24,24,23,32.96
5,5,4,49,2012-03-18,2011-06-07,1,862.43,71,314.56,7,12,182.59,1713.64,43,83,871.32
5,5,5,36,2011-04-26,2012-03-09,2,670.02,6,1004.52,17,56,173.91,859.89,53,51,782.39
5,5,6,31,2011-05-04,2012-03-24,4,243.2,29,1872.62,94,73,1933.96,245.51,39,74,678.82
5,5,7,17,2012-08-05,2012-12-03,3,122.52,1,1187.35,3,3,1659.02,1978.92,43,63,988.43
5,5,8,46,2012-01-30,2012-07-19,4,113.89,8,1705.76,96,46,57.42,1218.48,19,54,1734.25
5,5,9,17,2011-07-13,2011-12-14,2,709.98,55,903.88,74,32,1938.3,705.02,88,99,1265.36
5,5,10,50,2011-10-02,2011-10-08,1,74.09,46,1345.07,47,58,1037.13,716.58,26,14,1713.89
5,6,1,32,2011-04-08,2011-04-22,3,670.27,17,71.36,99,80,614.75,1225.05,60,73,1935.73
5,6,2,53,2012-01-07,2011-09-07,4,556.45,62,1643.63,76,38,1645.78,954.05,34,43,639.68
5,6,3,14,2011-01-05,2012-04-10,1,937.73,15,130.31,95,88,628.99,266.08,32,20,48.11
5,6,4,99,2012-12-03,2012-07-05,3,197.87,74,1039.18,65,11,821.39,1352.29,20,39,355.02
5,6,5,22,2011-04-03,2012-06-28,1,122.79,44,812.78,41,34,1190.69,202.97,75,71,210.0
5,6,6,59,2011-01-06,2011-10-19,2,908.69,74,130.08,80,25,545.43,775.94,80,11,301.54
5,6,7,79,2012-01-18,2012-10-02,1,370.93,15,1197.96,94,26,1780.92,1138.51,62,54,1893.93
5,6,8,74,2011-02-11,2012-09-02,1,513.74,82,201.28,21,69,1994.11,672.75,46,6,299.77
5,6,9,30,2011-05-28,2011-10-18,1,427.82,66,1252.06,93,42,331.42,238.86,4,54,145.27
5,6,10,4,2011-08-07,2012-07-11,3,113.68,56,1650.27,83,61,764.23,1018.81,8,5,198.32
5,7,1,57,2011-08-05,2012-04-06,1,463.78,4,895.37,90,16,764.47,1960.92,54,63,1153.05
5,7,2,65,2012-11-18,2011-07-08,4,801.14,91,47.68,45,79,817.07,132.55,86,35,1070.85
5,7,3,43,2011-11-07,2012-02-10,1,553.34,47,586.04,9,31,1088.55,1867.33,36,77,1215.65
5,7,4,60,2011-05-24,2011-09-04,1,462.01,56,51.59,64,26,90.73,279.01,61,83,682.17
5,7,5,36,2012-09-21,2012-03-22,1,39.55,39,1341.61,11,11,1312.32,1742.57,29,46,1298.05
5,7,6,70,2012-01-17,2011-01-28,4,593.91,7,583.06,48,25,147.0,543.68,52,83,438.77
5,7,7,58,2011-03-04,2012-10-19,3,172.85,33,651.53,49,25,1524.84,1365.88,53,50,743.02
5,7,8,66,2012-01-26,2011-03-07,4,24.0,4,167.06,45,86,705.81,643.12,84,56,756.67
5,7,9,32,2011-02-10,2012-10-17,4,447.94,3,644.58,48,29,1533.81,471.22,11,21,877.84
5,7,10,86,2012-12-26,2011-08-06,4,717.03,20,814.3,81,84,940.77,388.6,90,98,304.58
5,8,1,49,2011-01-09,2011-03-22,3,99.68,11,1821.6,64,24,1033.37,207.46,61,85,198.23
5,8,2,97,2012-02-13,2012-09-30,3,73.17,45,685.39,15,10,1748.71,1271.28,17,35,228.32
5,8,3,23,2012-06-25,2011-03-11,3,242.79,23,757.36,92,58,199.28,1879.46,79,91,1979.42
5,8,4,40,2011-02-01,2011-05-02,3,4.82,43,1540.59,81,91,1764.33,1259.93,26,35,1531.18
5,8,5,8,2011-03-02,2011-05-25,4,163.52,51,1569.37,65,4,923.21,1023.21,83,34,1559.95
5,8,6,54,2011-02-16,2011-04-13,4,262.91,70,279.59,7,40,1214.38,1032.22,83,97,1113.21
5,8,7,26,2011-01-13,2011-11-24,1,840.91,11,652.67,73,11,1189.27,731.89,89,65,93.67
5,8,8,43,2012-06-15,2012-11-21,2,186.65,20,1865.82,55,44,333.32,1995.22,17,62,1153.92
5,8,9,31,2012-09-07,2011-01-29,3,231.63,42,1038.77,81,92,764.76,964.33,76,21,751.91
5,8,10,30,2012-02-11,2011-01-20,3,733.15,21,874.6,100,8,1443.15,1762.28,55,49,452.73
5,9,1,2,2011-07-09,2011-06-13,4,410.92,100,1106.26,54,51,1845.92,958.03,65,84,1704.22
5,9,2,76,2012-12-10,2011-07-09,4,633.73,82,531.98,27,7,550.41,124.97,27,19,1426.76
5,9,3,94,2012-03-22,2011-11-27,3,164.58,16,1632.87,18,41,7.02,373.87,36,93,769.8
5,9,4,21,2012-02-07,2012-02-29,4,897.82,73,382.5,73,99,1452.0,35.36,42,58,1182.98
5,9,5,55,2012-07-20,2011-09-13,4,903.45,40,901.98,21,69,1252.35,1930.17,44,39,397.99
5,9,6,10,2012-09-19,2011-07-09,2,239.81,77,546.03,94,90,1059.62,1478.31,50,84,153.62
5,9,7,16,2012-03-24,2011-01-22,2,152.47,12,1809.67,92,94,5.64,1770.58,18,43,201.11
5,9,8,18,2012-09-24,2012-12-23,3,991.8,8,1692.76,71,45,1905.81,284.84,35,99,1704.79
5,9,9,22,2012-11-16,2011-09-14,3,905.25,33,1539.72,83,40,1167.0,172.42,85,93,1702.68
5,9,10,96,2012-05-09,2012-02-14,1,471.67,18,1506.12,10,45,357.06,218.32,87,14,603.35
5,10,1,62,2012-07-23,2012-12-18,1,548.28,69,441.11,34,41,893.3,981.58,65,99,624.05
5,10,2,53,2011-07-04,2011-04-22,2,233.94,81,1555.64,40,9,1230.42,1271.22,38,20,1686.11
5,10,3,16,2011-12-10,2011-01-23,2,799.62,30,1840.8,21,16,931.68,996.28,7,92,1003.03
